scenario,users_per_cohort,day,daily_emission,base_emission,anomaly_shock,buyer_flow,bps_1,bps_3,bps_whale,share_1,share_3,share_whale,cum_user1,cum_user3,cum_whale,raw_stake1,raw_stake3,raw_stake_whale
A,25,24,110925.82197470375,110925.82197470375,1,51432.002905756235,672,1872,1272,0.1373741401062737,0.18870635804490857,0.6739195018488178,11791.035444575245,15298.270428417874,1045134.1468115265,23839.420586183813,29522.013481984442,1386045.3229974753
A,25,25,110497.35540911728,110497.35540911728,1,41840.710481628776,700,1950,1325,0.13932712355899252,0.19011507031759636,0.6705578061234111,12406.846592176365,16138.558928158385,1082181.5789243148,25127.31828176713,30788.21518525885,1430288.1134571268
A,25,26,110075.69868298947,110075.69868298947,1,49404.85752560198,728,2028,1378,0.1418627400579654,0.1950275647465712,0.6631096951954635,13031.47220133492,16997.270746235215,1118677.710425367,26601.27593439677,32710.670792695277,1467573.2258105967
A,25,27,109660.56444318521,109660.56444318521,1,34746.8376448378,756,2106,1431,0.14169523542978776,0.19718985825194613,0.6611149063182662,13653.007381180541,17862.22879257042,1154926.8273196993,27498.82302157605,34097.60195392103,1511220.9487495453
A,25,28,109251.68139938625,109251.68139938625,1,26326.572308316827,784,2184,1484,0.1417588120203882,0.19983588242033928,0.6584053055592726,14272.502923836819,18735.525038904503,1190892.770657013,28391.171258669838,35524.27305367356,1550022.3338928178
A,25,29,108848.79299054734,108848.79299054734,1,50369.358111172915,812,2262,1537,0.14378804595016048,0.20403002416212446,0.6521819298877151,14898.549133762592,19623.86191345968,1226387.3785962746,29838.01306511038,37437.448360207745,1587631.1955314938
A,25,30,108451.65620769266,108451.65620769266,1,51566.50107912719,840,2340,1590,0.14493814881755285,0.20750406802669744,0.6475577831557497,15527.300425240217,20524.028307352844,1261501.735632986,31134.959794992556,39266.14337806723,1628569.7523281327
A,25,31,108060.04054965544,108060.04054965544,1,32761.46656833589,868,2418,1643,0.14462501702060265,0.2089023256736696,0.6464726573057278,16152.427833389855,21426.988058681407,1296430.6664143363,32007.707386944072,40575.17671444517,1671708.2442830103
A,25,32,107673.7270925962,107673.7270925962,1,27507.680215872824,896,2496,1696,0.1448438036954225,0.21072353175851216,0.6444326645460653,16776.262720996034,22334.56358070357,1331124.8998402802,32965.517876191305,41934.76898092504,1710331.413490656
A,25,33,115161.28635778927,107292.50765744525,1.0733394984621556,43353.336434811354,924,2574,1749,0.14454387683567113,0.2123039522610788,0.6431521709032499,17442.097072657543,23312.53143035271,1368158.0155027916,33950.790403587904,43451.13077501627,1758318.2958683583
A,25,34,106916.18406198826,106916.18406198826,1,42608.19674283266,952,2652,1802,0.14498975779452367,0.21542377197242776,0.6395864702330486,18062.16713791604,24233.822936573983,1402349.0878902886,35068.70074479587,45227.28883429577,1796904.6312646754
A,25,35,106544.56744658566,106544.56744658566,1,48506.64575956762,980,2730,1855,0.1447721042433487,0.21870008411160397,0.6365278116450473,18679.154386913622,25165.875171062093,1436258.3780700103,36064.960512874706,47120.0790339761,1838317.1132707624
A,25,36,106177.4776641335,106177.4776641335,1,36644.37730703503,1008,2808,1908,0.14518919811820397,0.21974481930213532,0.6350659825796606,19295.787300524386,26099.153196792555,1469973.2301603118,37140.31702617358,48443.38609320952,1879744.746099693
A,25,37,105814.74272639431,105814.74272639431,1,44224.22339580953,1036,2886,1961,0.146592616083845,0.22174271130695997,0.631664672609195,19916.253698784432,27037.69911472852,1503392.9475710588,38528.87809366142,50048.14757837253,1917347.6972526591
A,25,38,105456.19829994162,105456.19829994162,1,36572.50805478543,1064,2964,2014,0.14675621379636808,0.2234334321991558,0.6298103540044762,20535.307794138767,27980.19672804175,1536601.650362685,39557.92212607125,51537.55875642923,1956881.3602991912
A,25,39,105101.68724595853,105101.68724595853,1,31574.485389515758,1092,3042,2067,0.14671241289194645,0.22521368682722015,0.6280739002808333,21152.09667953354,28927.0102670987,1569607.4636800177,40501.96808820104,53018.91840688025,1994901.8764596682
A,25,40,104751.05919892625,104751.05919892625,1,46858.839568682015,1120,3120,2120,0.14722904703301354,0.22648809026342884,0.6262828627035576,21768.992624395807,29876.00496114015,1602409.3602931844,41699.752806387005,54514.28430982651,2037042.4430793195
A,25,41,104404.1701799723,104404.1701799723,1,51949.36996418983,1148,3198,2173,0.14713220306817243,0.2294141188163843,0.6234536781154433,22383.441247119157,30834.076589243916,1634954.9422478317,42768.60400557954,56477.0712747735,2077323.7360996567
A,25,42,104060.88224109939,104060.88224109939,1,39147.942051291466,1176,3276,2226,0.14768307358440808,0.23167386003995227,0.6206430663756397,22998.162484289984,31798.404039962254,1667247.274769767,43943.05523589598,58182.957064916896,2112923.935490104
A,25,43,103721.06313712374,103721.06313712374,1,37145.6387732178,1204,3354,2279,0.14783516463128316,0.23273597436262855,0.6194288610060883,23611.50730207432,32763.9889476081,1699371.1847704516,44989.25720898386,59578.69854183818,2152832.99332016
A,25,44,103384.58602248438,103384.58602248438,1,29186.13254558295,1232,3432,2332,0.14751180082847234,0.23441844024178363,0.6180697589297439,24221.52516055763,33733.39908362543,1731320.6278504357,45843.17634860674,61078.24819966883,2189699.992636025
A,25,45,103051.32917050335,103051.32917050335,1,31529.2077800259,1260,3510,2385,0.1471756640922511,0.23619873478851083,0.616625601119238,24828.19107280795,34707.02282635932,1763092.6717483848,46705.64294641962,62635.3803344807,2226745.27695348
A,25,46,102721.17571282183,102721.17571282183,1,30819.596212357283,1288,3588,2438,0.1468227389082209,0.2374129542506983,0.6157643068410807,25431.463247289113,35682.51633796277,1794718.6885287382,47552.638549191026,64042.51036418004,2265339.092510185
A,25,47,102394.01339721195,102394.01339721195,1,49605.56757170707,1316,3666,2491,0.14673370126373533,0.23988417409091314,0.6133821246453514,26032.44935020997,36665.02447138853,1826122.0172730114,48609.46692365737,65971.71105143223,2304013.519723163
A,25,48,102069.7343620391,102069.7343620391,1,48725.42862966657,1344,3744,2544,0.14643478566524626,0.2425921616377647,0.610973052696989,26630.311737178523,37655.47717125571,1857302.9458685843,49592.03356097402,67983.54042668894,2341981.1510618487
A,25,49,101748.23492581477,101748.23492581477,1,29271.19354903698,1372,3822,2597,0.14692361587995448,0.24378298466692544,0.6092933994531201,27228.280480566675,38647.65670704798,1888300.2098417366,50706.22080290888,69397.04570904117,2375894.7087456863
A,25,50,101429.41539059486,101429.41539059486,1,43354.57398556173,1400,3900,2650,0.14731943700079375,0.24554907571371823,0.6071314872854879,27825.981455393157,39643.892675021714,1919090.7057520314,51890.448058087495,71113.38728644514,2412029.5930264825
A,25,51,101113.17985797842,101113.17985797842,1,37868.99556405842,1428,3978,2703,0.14711090171370175,0.2466020702720145,0.6062870280142837,28420.975497955034,40641.281454412274,1949742.5104066152,52828.305820469264,72582.81562158921,2451429.604518428
A,25,52,100799.43605664614,100799.43605664614,1,39396.262421272695,1456,4056,2756,0.14711709784166507,0.24859536897774395,0.604287533180591,29014.148317824245,41643.61237438229,1980198.4316869478,53856.33930103636,74357.06093698496,2486498.968807852
A,25,53,100488.09518050478,100488.09518050478,1,48869.56080608069,1484,4134,2809,0.14748449497161537,0.2501217542974092,0.6023937507309755,29606.9657565585,42648.982720484404,2010465.1319667455,55078.53915546983,76083.92535884863,2524314.4933474306
A,25,54,100179.07173656997,100179.07173656997,1,32278.080568648875,1512,4212,2862,0.14726731443319974,0.2519668015815111,0.6007658839852893,30197.089870840722,43658.65473211914,2040557.2162610686,55980.303153035464,77775.03486976268,2558132.150644044
A,25,55,99872.28340180547,99872.28340180547,1,43879.64298669249,1540,4290,2915,0.14691481447149207,0.25374797859699993,0.599337206931508,30783.998590313542,44672.350333362134,2070485.8039530236,56905.34929315428,79566.41080850647,2596052.8378525106
A,25,56,99567.65088824778,99567.65088824778,1,46315.45547489077,1568,4368,2968,0.14731137494739865,0.2547615781029611,0.5979270469496403,31370.696492418756,45686.99080809392,2100252.899686685,58128.92846605014,81135.6293498879,2634084.4196056137
A,25,57,99265.09781576766,99265.09781576766,1,51446.754845790565,1596,4446,3021,0.14703538417623274,0.25670305960900264,0.5962615562147646,31954.515764124066,46706.2569809617,2129846.880537405,59133.27442167684,83071.92122999304,2672682.372989745
A,25,58,98964.55059187047,98964.55059187047,1,35277.70087122917,1624,4524,3074,0.14687463693940261,0.257625613923962,0.5954997491366354,32535.93106164615,47726.089105079285,2159313.5630628443,60067.70399020306,84527.90645874312,2709923.313755341
A,25,59,98665.93829812396,98665.93829812396,1,50159.573714248836,1652,4602,3127,0.1470133156324258,0.2591540377522658,0.5938326466153083,33116.139330813814,48748.87615702228,2188609.0906980233,61226.031106073366,86330.89936393322,2747319.569498272
A,25,60,98369.19258258799,98369.19258258799,1,41414.11177627742,1680,4680,3180,0.14730917225920145,0.26008705136315424,0.5926037763776443,33695.76670421969,49772.25828677346,2217756.068199854,62390.66514184969,87853.77464276245,2783617.3552451353
A,25,61,98074.24755795019,98074.24755795019,1,27803.000120446086,1708,4758,3233,0.1470583575483881,0.26148315573439085,0.5914584867172211,34272.67221476634,50798.04883668261,2246759.491223132,63241.12227710414,89421.02053375835,2816334.691256204
A,25,62,97781.03970489358,97781.03970489358,1,50289.93629198521,1736,4836,3286,0.1473219071025983,0.263318962861902,0.5893591300354997,34848.88378467833,51827.95291518865,2275573.5654703532,64463.50018994114,91360.01361327454,2850853.041850229
A,25,63,97489.50778041438,97489.50778041438,1,46313.62438481301,1764,4914,3339,0.14735161466373795,0.2652251818310244,0.5874232035052377,35423.49324004701,52862.21981229575,2304207.364954613,65562.76253645396,93303.07881321531,2884725.513602173
A,25,64,97199.59273065135,97199.59273065135,1,43273.17411266267,1792,4992,3392,0.14777085019059347,0.26685773465769763,0.5853714151517089,35998.02389828653,53899.758337325846,2332656.2965290686,66813.88631663789,95125.70798523846,2916539.9851212413
A,25,65,88063.48186419149,96911.2376080605,0.9087024790700525,45038.020451553166,1820,5070,3445,0.14801622245385007,0.26760587303993966,0.5843779045062103,36519.41685515336,54842.410535214,2358387.473026727,67946.83399293642,96555.07962782684,2951061.744793027
A,25,66,96624.38749253184,96624.38749253184,1,31119.702028110623,1848,5148,3498,0.14813975186519887,0.2690005707271571,0.5828596774076441,37091.973366644175,55882.091150480126,2386546.702688531,68982.94536157459,98200.99843837964,2981408.4123134613
A,25,67,96338.98941631238,96338.98941631238,1,33518.05823016912,1876,5226,3551,0.14787751820952444,0.2701080319292773,0.5820144498611982,37661.828193112095,56922.96854365195,2414582.0446511903,69864.79267754385,99764.53071969976,3015769.691170585
A,25,68,96054.9922923906,96054.9922923906,1,53757.13141169399,1904,5304,3604,0.1479309121866916,0.27201657272540136,0.580052515087907,38230.208298308055,57968.11053551359,2442440.5145841655,71036.37394424007,101834.87576287854,3050151.6741491896
A,25,69,95772.34684622573,95772.34684622573,1,42924.25894457847,1932,5382,3657,0.14830528614929125,0.2736356872704231,0.5780590265802856,38798.3501104768,59016.37981354432,2470121.549379785,72286.86628804314,103695.94038614037,3080605.5149562806
A,25,70,95491.00555053898,95491.00555053898,1,49638.9583311975,1960,5460,3710,0.14800888478629468,0.27446662045965375,0.5775244947540515,39363.69080002308,60064.74355665434,2497695.7467468507,73258.46975405629,105332.15267766673,3120572.7999279047
A,25,71,95210.92256304382,95210.92256304382,1,27619.060611352324,1988,5538,3763,0.14775463038648728,0.2758870784091208,0.5763582912043919,39926.40498690544,61115.442086996554,2525133.5490630656,74101.5114570854,106990.31592341702,3150722.729655361
A,25,72,94932.05366694051,94932.05366694051,1,45384.214201010764,2016,5616,3816,0.14752208151833676,0.27765800774250005,0.5748199107391632,40486.58795329574,62169.78788267923,2552417.9663706236,75077.50556509923,108973.99705706125,3183884.923068611
A,25,73,94654.3562139259,94654.3562139259,1,27983.779621310532,2044,5694,3869,0.14745080782718334,0.2784587648584004,0.5740904273144163,41044.862404819956,63224.081287471105,2579588.0462736352,76004.7438662263,110396.98394709782,3215826.1760966834
A,25,74,83600.86689613416,94377.78906977028,0.8858108218060807,46489.15079794824,2072,5772,3922,0.14784370899454943,0.2798575525081209,0.5722987384973297,41539.25689430332,64159.934647355476,2603510.381604606,77237.41745701549,112125.80547137432,3243852.496005404
A,25,75,94102.31256205264,94102.31256205264,1,38544.89052668214,2100,5850,3975,0.14794202489777838,0.28127786610528377,0.5707801089969379,42096.12436102307,65218.69055427654,2630366.245715122,78322.4077623752,113931.03582758477,3274048.3392801443
A,25,76,93827.88843019935,93827.88843019935,1,39795.45983765274,2128,5928,4028,0.14808765346997518,0.2826510255396715,0.5692613209903533,42651.9144341299,66279.51250983725,2657072.5395718776,79453.045329085,115723.3598754954,3304322.9932313147
A,25,77,93554.47977750751,93554.47977750751,1,52135.2028157562,2156,6006,4081,0.14805690174700353,0.2833392070916668,0.5686038911613298,43205.96989094632,67339.81859463855,2683670.26019041,80571.731596363,117358.19479058668,3342748.819748331
A,25,78,93282.05102517396,93282.05102517396,1,33113.80907334387,2184,6084,4134,0.1478391454770935,0.2845842494379605,0.567576605084946,43757.59943942281,68401.68269371985,2710142.6151085244,81463.58924694521,119047.7240428205,3373679.413512389
A,25,79,93010.56786810423,93010.56786810423,1,53962.85931766033,2212,6162,4187,0.14839750017630868,0.28604036464968335,0.5655621351740081,44309.700869887034,69465.87376369051,2736444.2427871404,82923.20020000967,121032.70806025028,3404108.6899740933
A,25,80,92739.99723257606,92739.99723257606,1,39584.06161144376,2240,6240,4240,0.14815987347514548,0.2870147307392336,0.564825395785621,44859.31472012959,70530.58357706912,2762635.195608164,83846.9640053481,122683.35674968021,3438090.563211499
A,25,81,92470.30723543669,92470.30723543669,1,31572.924327105284,2268,6318,4293,0.14783324861149827,0.28764411288385694,0.5645226385046448,45406.12215687831,71594.52515678252,2788735.986520106,84658.83225596129,124104.5006131659,3472199.5275665335
A,25,82,92201.4671450252,92201.4671450252,1,43149.5252950117,2296,6396,4346,0.14765618613973727,0.2889053389226058,0.563438474937657,45950.68683668321,72660.02500137032,2814710.9135377095,85638.7351738146,125927.32383800144,3504840.9470029413
A,25,83,91933.44734346055,91933.44734346055,1,49743.06467548013,2324,6474,4399,0.14776805959592226,0.28959502993965136,0.5626369104644263,46494.079921719494,73724.96377880572,2840573.488928544,86822.13377746569,127558.07467404119,3540502.335016276
A,25,84,91666.21929045484,91666.21929045484,1,40314.60499111563,2352,6552,4452,0.14777048268435847,0.2909754543020658,0.5612540630135757,47035.902380535525,74791.86857089344,2866297.5079374746,87886.03671971089,129415.0540493881,3569981.7181871603
A,25,85,91399.75548844144,91399.75548844144,1,34957.437900826335,2380,6630,4505,0.14749744070843812,0.29170126460218565,0.5608012946893761,47575.15158117241,75858.32554130579,2891926.0585435797,88744.12679753518,130926.28525076654,3603543.79889176
A,25,86,91134.02944900295,91134.02944900295,1,41819.93861310184,2408,6708,4558,0.1473088095472874,0.2923775187436422,0.5603136717090704,48112.14539666761,76924.14719744217,2917457.879872686,89696.39694379474,132485.29637087762,3638629.767093179
A,25,87,90869.0156605221,90869.0156605221,1,40942.03762803227,2436,6786,4611,0.14763871060392397,0.29357174687943866,0.5587895425166375,48648.776768906304,77991.21022402916,2942846.2077176264,90957.61484653257,134270.89982280871,3666450.0268040947
A,25,88,77714.89574085949,90604.68955706105,0.8577359088230878,28409.36319995672,2464,6864,4664,0.14726284556365346,0.29434325811829776,0.5583938963180487,49106.55743648557,78906.20444869669,2964543.969434971,91626.59498186522,135595.28897583266,3694595.040170045
A,25,89,90341.0274882787,90341.0274882787,1,47958.61988235265,2492,6942,4717,0.1475473168689413,0.29590383504036655,0.5565488480906923,49639.74048484872,79975.49470850744,2989683.5668269363,92903.97527514564,137660.02591932693,3721968.398395677
A,25,90,90078.00669046205,90078.00669046205,1,43962.291897274554,2520,7020,4770,0.14732918657755134,0.29704707325659174,0.5556237401658569,50170.58526301804,81045.79103859501,3014708.306318956,93855.7731994679,139483.94761744814,3754292.052409002
A,25,91,89815.60525863305,89815.60525863305,1,26584.825563244525,2548,7098,4823,0.1473300107315586,0.2980933469971735,0.554576642271268,50699.88662648267,82116.72841395992,3039613.124712903,94818.59376215091,141078.86802529215,3780520.505688353
A,25,92,89553.8021195162,89553.8021195162,1,38009.72830597311,2576,7176,4876,0.14744043245002458,0.29876224137083907,0.5537973261791365,51228.04067896449,83186.94019974022,3064410.4527943847,95926.7723893037,142607.76872183083,3811338.779354954
A,25,93,89292.57700553657,89292.57700553657,1,29198.717862367634,2604,7254,4929,0.14753521246376472,0.29995551521312813,0.5525092723231071,51754.99265176245,84258.29223735636,3089077.9411669765,96971.13653192314,144308.54827801435,3836270.1305538686
A,25,94,89031.91042967832,89031.91042967832,1,41246.26315198839,2632,7332,4982,0.14753410695802738,0.3012877896085745,0.5511781034333981,52280.40238760284,85331.26133727582,3113614.1609348175,98042.37991727356,146214.8460894318,3864189.9523851033
A,25,95,88771.7836611821,88771.7836611821,1,29924.106673337523,2660,7410,5035,0.14745586096493724,0.30240599700167237,0.5501381420333903,52803.999179168946,86405.06612702289,3138032.532998994,98980.4716861164,147901.95975049646,3890722.8296785196
A,25,96,88512.17870212243,88512.17870212243,1,52163.63683342934,2688,7488,5088,0.14702564289078882,0.3030763971631947,0.5498979599460164,53324.5415782627,87478.10421606705,3162368.866248331,99837.3679058329,149610.11866077705,3928997.5483213314
A,25,97,88253.07826467481,88253.07826467481,1,34592.208785004914,2716,7566,5141,0.14697001634327228,0.3037429118559059,0.5492870718008219,53843.36383245884,88550.35409496143,3186607.003717037,100813.55067103088,151121.26773064482,3959328.5439078496
A,25,98,87994.465749227,87994.465749227,1,39834.61604639888,2744,7644,5194,0.14679693332259997,0.30500967805090906,0.5481933886264909,54360.056541312726,89623.92064169876,3210725.9958967604,101755.80032676386,153007.1072643603,3987891.9699375564
A,25,99,87736.3252231597,87736.3252231597,1,35710.91726887971,2772,7722,5247,0.1466976904556283,0.30601942559854833,0.5472828839458234,54874.885192484784,90697.88143565551,3234734.29044423,102713.32595183927,154718.24440928444,4016257.306558582
A,25,100,99726.70748123327,87478.64140034828,1.1400120747741314,37242.39216372371,2800,7800,5300,0.14685153708596352,0.3066504781263349,0.5464979847877016,55460.68600377044,91921.13113689893,3261984.5127782333,103920.8358338071,156391.44458701773,4048732.980634796
A,25,101,87221.39962129587,87221.39962129587,1,30343.839804641902,2828,7878,5353,0.1465693047345072,0.3076630256529877,0.545767669612505,55972.045199789,92994.52312526597,3285785.822784061,104727.9912787275,158040.74383351245,4076809.916705076
A,25,102,86964.58583395787,86964.58583395787,1,43251.49336177856,2856,7956,5406,0.14629678977443902,0.30835420448156337,0.5453490057439977,56480.950789051865,94067.15895258191,3309498.8479938046,105610.12887617786,159678.45451342885,4110419.8528358596
A,25,103,86708.18657511669,86708.18657511669,1,38835.41271369904,2884,8034,5459,0.1461945827496231,0.30884650913905426,0.5449589081113226,56988.00147534489,95138.33978208202,3333125.047333949,106574.6677235733,161157.0062162786,4142653.0206022025
A,25,104,86452.1889524098,86452.1889524098,1,47016.564248129725,2912,8112,5512,0.14580427699285356,0.3102754295324084,0.5439202934747379,57492.20543153112,96211.29938453106,3356636.597327213,107404.83734310558,163248.18422099677,4172870.5518993414
A,25,105,86196.5806268692,86196.5806268692,1,41486.50533333421,2940,8190,5565,0.14562112060725954,0.3112062222228674,0.5431726571698731,57994.28713806706,97284.29587354773,3380046.4101962396,108332.2883355233,165005.81943376295,4203148.5173146445
A,25,106,85941.34979603239,85941.34979603239,1,38356.93930089474,2968,8268,5618,0.14552297959738644,0.3124493900188759,0.5420276303837378,58494.54478978466,98358.38876639449,3403337.7032872015,109302.10128757179,166905.33595061317,4229431.043501874
A,25,107,85686.48517760955,85686.48517760955,1,40469.48569640517,2996,8346,5671,0.1452484078179569,0.31294257257985286,0.5418090196021903,58992.37781152725,99430.98673066676,3426550.5585508207,110144.0019012373,168418.48510263537,4263070.906867785
A,25,108,85431.97599360596,85431.97599360596,1,39015.16973413527,3024,8424,5724,0.1451631003466112,0.31378664594290534,0.5410502537104835,59488.44063168601,100503.2832587991,3449662.054693985,111118.01864763875,170108.61177238205,4291992.687029804
A,25,109,85177.81195493168,85177.81195493168,1,44596.21896035969,3052,8502,5777,0.145269990631817,0.31441801729704677,0.5403119920711362,59983.39182947527,101574.54080890192,3472673.3513228,112271.19668559288,171734.27596925714,4322144.174552085
A,25,110,88309.78792616211,84923.98324653399,1.0398686513537543,42401.58018376678,3080,8580,5830,0.14528510186833296,0.3154552133036152,0.5392596848280519,60496.595690868206,102688.8521283837,3496484.305524947,113367.43485975283,173617.25358796498,4350259.661196202
A,25,111,84670.4805129131,84670.4805129131,1,50891.52083359659,3108,8658,5883,0.14524774337112883,0.31686609493237694,0.5378861616964942,60988.5235398542,103762.02030903069,3519255.8454109915,114476.155762737,175768.97614371835,4377285.118635237
A,25,112,84417.29484416562,84417.29484416562,1,35881.38058502227,3136,8736,5936,0.14534567293274753,0.31789439388266766,0.5367599331845848,61479.311080905696,104835.45170013871,3541911.7561810804,115570.33371261424,177541.10677116498,4401605.599133282
A,25,113,84164.41776231241,84164.41776231241,1,42305.39750866592,3164,8814,5989,0.14514533518440195,0.31846073171228584,0.5363939331033121,61967.953985974134,105907.5741827277,3564484.397716519,116472.06078720254,179127.64272878531,4433737.218866164
A,25,114,83911.84120817663,83911.84120817663,1,47065.56158326566,3192,8892,6042,0.1448919136862,0.31902365033149493,0.536084435982305,62454.27987611754,106978.36865825846,3586976.31374968,117363.41456439838,180767.7926657643,4467582.123834699
A,25,115,83659.55752856712,83659.55752856712,1,33962.254733778536,3220,8970,6095,0.14464967005608795,0.3198124152623279,0.5355379146815841,62938.33297185937,108048.58326437802,3609377.7462406964,118170.22316951629,182399.28109306103,4495914.317060689
A,25,116,83407.55946383848,83407.55946383848,1,47541.642115451396,3248,9048,6148,0.1443497588902581,0.3205677103535056,0.5350825307562362,63419.92741578857,109118.09407891789,3631692.710241752,119024.38688128103,184165.90978333124,4528629.012824897
A,25,117,83155.84013587455,83155.84013587455,1,35364.25877455622,3276,9126,6201,0.14434288787017582,0.321287536507422,0.5343695756224022,63900.04558012788,110186.7714798563,3653910.685743718,120022.36812155112,185767.02349786216,4555400.3753451
