scenario,users_per_cohort,day,bps_1nft,bps_3nft,nft_count_1,nft_count_3,effective_stake_1,effective_stake_3,share_1,share_3,reward_per_user_1,reward_per_user_3,cum_reward_per_user_1,cum_reward_per_user_3,raw_stake_1,raw_stake_3,daily_emission,cumulative_emission
A,25,187,5236,14586,187,561,376161.0303462312,1051390.1868868785,0.26350089986635244,0.7364991001336476,696.6167858478397,1947.0811529491943,247266.24027379166,429264.8371469615,247586.24027379166,429584.8371469615,66092.44846992585,16913276.93551883
A,25,188,5264,14664,188,564,377915.6371539156,1059528.0423392658,0.262908135146667,0.737091864853333,692.575466432537,1941.7114720304899,247958.8157402242,431206.548618992,248278.8157402242,431526.548618992,65857.17346157567,16979134.108980406
A,25,189,5292,14742,189,567,379667.96502995084,1067682.9865931098,0.2623192147033799,0.7376807852966201,688.5584829020362,1936.3292275946224,248647.37422312624,433142.8778465866,248967.37422312624,433462.8778465866,65622.19276241647,17044756.301742822
A,25,190,5320,14820,190,570,381418.0173098294,1075854.862815228,0.26173410794352914,0.7382658920564708,684.5656586395721,1930.9347208037964,249331.9398817658,435073.8125673904,249651.9398817658,435393.8125673904,65387.50948608422,17110143.811228905
A,25,191,5348,14898,191,573,383165.7973305342,1084043.5145302885,0.26115278456389784,0.7388472154361022,680.5968190345885,1925.5282512805736,250012.5367008004,436999.340818671,250332.5367008004,437319.340818671,65153.12675787905,17175296.937986784
A,25,192,5376,14976,192,576,384911.3084311507,1092248.7856287127,0.2605752145478361,0.739424785452164,676.6517914450699,1920.110117085762,250689.18849224548,438919.45093575673,251009.18849224548,439239.45093575673,64919.0477132708,17240215.985700056
A,25,193,5404,15054,193,579,386654.55395345495,1100470.5203744448,0.26000136816212444,0.7399986318378755,672.7304051609831,1914.6806146975757,251361.91889740646,440834.1315504543,251681.91889740646,441154.1315504543,64685.275496463975,17304901.26119652
A,25,194,5432,15132,194,582,388395.5372424777,1108708.5634126018,0.25943121595387364,0.7405687840461264,668.8324913679833,1909.2400389897375,252030.75138877446,442743.37158944405,252350.75138877446,443063.37158944405,64451.81325894302,17369353.074455462
A,25,195,5460,15210,195,585,390134.2616470453,1116962.7597769885,0.25886472874746524,0.7411352712525349,664.9578831130489,1903.7886832132842,252695.7092718875,444647.16027265735,253015.7092718875,444967.16027265735,64218.66415815832,17433571.73861362
A,25,196,5488,15288,196,588,391870.73052029934,1125232.954897496,0.25830187764152857,0.7416981223584715,661.1064152697746,1898.3268389757034,253356.81568715727,446545.48711163306,253676.81568715727,446865.48711163306,63985.83135613694,17497557.56996976
A,25,197,5516,15366,197,591,393604.9472201932,1133518.9946073685,0.2577426340059555,0.7422573659940446,657.2779245059215,1892.8547962248456,254014.0936116632,448438.3419078579,254334.0936116632,448758.3419078579,63753.31801826918,17561310.887988027
A,25,198,5544,15444,198,594,395336.91510996927,1141820.7251503537,0.2571869694789518,0.7428130305210482,653.4722492499528,1887.372843228315,254667.56586091316,450325.71475108626,254987.56586091316,450645.71475108626,63521.1273119567,17624832.015299983
A,25,199,5572,15522,199,597,397066.63755861396,1150137.9931877223,0.25663485596412544,0.7433651440358745,649.6892296603473,1881.8812665592552,255317.2550905735,452207.5960176455,255637.2550905735,452527.5960176455,63289.26240549007,17688121.277705472
A,25,200,5600,15600,200,600,398794.1179412947,1158470.6458051724,0.2560862656276098,0.7439137343723903,645.9287075942319,1876.380351078658,255963.18379816774,454083.97636872414,256283.18379816774,454403.97636872414,63057.72646682224,17751179.004172295
A,25,201,5628,15678,201,603,400519.3596397765,1166818.5305196098,0.25554117089522205,0.7444588291047779,642.1905265771194,1870.8703799193636,256605.37432474486,455954.8467486435,256925.37432474486,456274.8467486435,62826.52266241208,17814005.526834708
A,25,202,5656,15756,202,606,402242.3660428205,1175181.495285806,0.25499954444965817,0.7450004555503419,638.4745317741252,1865.351634472899,257243.84885651898,457820.1983831164,257563.84885651898,458140.1983831164,62595.6541561756,17876601.180990882
A,25,203,5684,15834,203,609,403963.14054656436,1183559.3885029429,0.25446135922771945,0.7455386407722805,634.7805699603615,1859.8243943725192,257878.62942647934,459680.0227774889,258198.62942647934,460000.0227774889,62365.12410832202,17938966.305099204
A,25,204,5712,15912,204,612,405681.68655488436,1191952.0590210292,0.2539265884175754,0.7460734115824246,631.1084894939089,1854.2889374823792,258509.73791597324,461534.3117149713,258829.73791597324,461854.3117149713,62134.93567440721,18001101.24077361
A,25,205,5740,15990,205,615,407398.0074797418,1200359.3561472106,0.25339520545605804,0.7466047945439419,627.4581402875486,1848.7455398817585,259137.1960562608,463383.0572548531,259457.1960562608,463703.0572548531,61905.092004232676,18063006.332777843
A,25,206,5768,16068,206,618,409112.106741512,1208781.129651951,0.25286718402599107,0.7471328159740089,623.8293737827879,1843.1944758546858,259761.02543004358,465226.25173070777,260081.02543004358,465546.25173070777,61675.596240936844,18124681.92901878
A,25,207,5796,16146,207,621,410823.98776929686,1217217.2297751086,0.2523424980535491,0.747657501946451,620.2220429232391,1837.6360178764248,260381.24747296682,467063.8877485842,260701.24747296682,467383.8877485842,61446.45151999159,18186128.380538773
A,25,208,5824,16224,208,624,412533.6540012227,1225667.5072318872,0.2518211217056516,0.7481788782943484,616.636002129823,1832.070436604081,260997.88347509663,468895.9581851883,261317.88347509663,469215.9581851883,61217.660968347605,18247346.04150712
A,25,209,5852,16302,209,627,414241.10888472316,1234131.8132186823,0.2513030293873858,0.7486969706126141,613.0711072749045,1826.4980008628654,261610.95458237155,470722.4561860512,261930.95458237155,471042.4561860512,60989.22770344425,18308335.269210566
A,25,210,5880,16380,210,630,415946.355876806,1242609.999418803,0.2507881957394633,0.7492118042605368,609.5272156592467,1820.9189776395287,262220.4817980308,472543.3751636907,262540.4817980308,472863.3751636907,60761.15483246938,18369096.424043037
A,25,211,5908,16458,211,633,417649.3984443074,1251101.9180080928,0.2502765956357048,0.7497234043642953,606.0041859874169,1815.3336320700844,262826.4859840182,474358.7087957608,263146.4859840182,474678.7087957608,60533.445451437525,18429629.869494475
A,25,212,5936,16536,212,636,419350.2400641314,1259607.421660431,0.2497682041805572,0.7502317958194429,602.5018783446405,1809.742227430699,263428.9878623628,476168.4510231915,263748.9878623628,476488.4510231915,60306.102644383485,18489935.97213886
A,25,213,5964,16614,213,639,421048.884223476,1268126.363553122,0.24926299670664,0.7507370032933599,599.0201541750928,1804.145025131827,264028.00801653793,477972.5960483233,264348.00801653793,478292.5960483233,60079.129482673,18550015.10162153
A,25,214,5992,16692,214,642,422745.33442004747,1276658.5973721845,0.2487609487723205,0.7512390512276794,595.558876258394,1798.542284705909,264623.5668927963,479771.13833302923,264943.5668927963,480091.13833302923,59852.52902410758,18609867.63064564
A,25,215,6020,16770,215,645,424439.59416225966,1285203.9773175193,0.2482620361593187,0.7517379638406813,592.1179086892597,1792.9342638035023,265215.68480148556,481564.07259683276,265535.68480148556,481884.07259683276,59626.30431231905,18669493.93495796
A,25,216,6048,16848,216,648,426131.66696942406,1293762.3581079766,0.24776623487034136,0.7522337651296586,588.6971168556482,1787.3212181839083,265804.3819183412,483351.39381501667,266124.3819183412,483671.39381501667,59400.458375988914,18728894.39333395
A,25,217,6076,16926,217,651,427821.5563719254,1302333.594986314,0.24727352112674333,0.7527264788732566,585.2963674186853,1781.7034017101894,266389.6782857599,485133.09721672686,266709.6782857599,485453.09721672686,59174.99422822187,18788069.38756217
A,25,218,6104,17004,218,654,429509.2659113877,1310917.5437240493,0.2467838713662173,0.7532161286337826,581.9155282918321,1776.081066340938,266971.5938140517,486909.1782830678,267291.5938140517,487229.1782830678,58949.91486581926,18847019.30242799
A,25,219,6132,17082,219,657,431194.7991408282,1319514.0606262041,0.24629726224051182,0.7537027377594883,578.5544686218777,1770.4544621266634,267550.14828267356,488679.6327451945,267870.14828267356,488999.6327451945,58725.223268713526,18905744.525696702
A,25,220,6160,17160,220,660,432878.1596248005,1328123.0025359483,0.24581367061317486,0.7541863293868251,575.2130587692786,1764.823837203296,268125.36134144285,490444.4565823978,268445.36134144285,490764.4565823978,58500.922399314375,18964245.44809602
A,25,221,6188,17238,221,663,434559.3509395277,1336744.226839135,0.24533307355732617,0.7546669264426737,571.8911702893283,1759.1894377873336,268697.25251173216,492203.64602018514,269017.25251173216,492523.64602018514,58277.015201916554,19022522.463297933
A,25,222,6216,17316,222,666,436238.37667302485,1345377.591468738,0.24485544835345424,0.7551445516465457,568.5886759140169,1753.5515081722551,269265.8411876462,493957.1975283574,269585.8411876462,494277.1975283574,58053.504602156805,19080575.96790009
A,25,223,6244,17394,223,669,437915.24042521254,1354022.9549091822,0.24438077248724135,0.7556192275127588,565.305449533857,1747.910290723984,269831.14663718006,495705.10781908134,270151.14663718006,496025.10781908134,57830.39350644602,19138406.361406535
A,25,224,6272,17472,224,672,439589.9458080194,1362680.1762005803,0.24390902364741182,0.7560909763525882,562.041366180375,1742.266025877602,270393.1880033604,497447.37384495896,270713.1880033604,497767.37384495896,57607.684801449424,19196014.046207983
A,25,225,6300,17550,225,675,441262.4964454774,1371349.114942862,0.24344017972360874,0.7565598202763913,558.7963020085499,1736.6189521330741,270951.98430536897,499183.992797092,271271.98430536897,499503.992797092,57385.38135354059,19253399.427561525
A,25,226,6328,17628,226,678,442932.89597380644,1380029.6312998058,0.24297421880429346,0.7570257811957066,555.5701342806908,1730.9693060546708,271507.5544396497,500914.9621031467,271827.5544396497,501234.9621031467,57163.48600838404,19310562.91356991
A,25,227,6356,17706,227,681,444601.14804149105,1388721.5860029783,0.24251111917467047,0.7574888808253295,552.3627413491835,1725.3173222661267,272059.9171809989,502640.2794254128,272379.9171809989,502960.2794254128,56942.00159038275,19367504.91516029
A,25,228,6384,17784,228,684,446267.25630934857,1397424.840355567,0.24205085931463752,0.7579491406853625,549.1740026411297,1719.6632334509281,272609.09118364,504359.9426588637,272929.09118364,504679.9426588637,56720.93090230145,19424225.846062593
A,25,229,6412,17862,229,687,447931.22445059,1406139.2562361262,0.24159341789675862,0.7584065821032413,546.0037986418284,1714.007270348284,273155.09498228185,506073.949929212,273475.09498228185,506393.949929212,56500.27672475282,19480726.122787345
A,25,230,6440,17940,230,690,449593.0561508714,1414864.6961022182,0.241138773784262,0.758861226215738,542.8520108800739,1708.3496617540568,273697.9469931619,507782.299590966,274017.9469931619,508102.299590966,56280.04181585327,19537006.1646032
A,25,231,6468,18018,231,693,451252.7551083391,1423601.0229939686,0.24068690602906048,0.7593130939709396,539.7185219125405,1702.690634518159,274237.66551507445,509484.9902254842,274557.66551507445,509804.9902254842,56060.22891076748,19593066.393513966
A,25,232,6496,18096,232,696,452910.3250336668,1432348.1005375204,0.24023779386979588,0.7597622061302041,536.6032153092412,1697.030413544633,274774.2687303837,511182.0206390288,275094.2687303837,511502.0206390288,55840.84072134686,19648907.234235313
A,25,233,6524,18174,233,699,454565.76965008606,1441105.7929484,0.23979141672990625,0.7602085832700938,533.5059756392566,1691.3692217919402,275307.774706023,512873.3898608207,275627.774706023,513193.3898608207,55621.87993577992,19704529.11417109
A,25,234,6552,18252,234,702,456219.09269340924,1449873.9650347906,0.23934775421571466,0.7606522457842853,530.426688456319,1685.7072802721545,275838.2013944793,514559.0971410929,276158.2013944793,514879.0971410929,55403.34921821184,19759932.463389304
A,25,235,6580,18330,235,705,457870.29791204666,1458652.4822007162,0.23890678611454172,0.7610932138854584,527.3652402847864,1680.0448080507426,276365.5666347641,516239.1419491436,276685.5666347641,516559.1419491436,55185.251208388225,19815117.71459769
A,25,236,6608,18408,236,708,459519.3890670162,1467441.210449127,0.23846849239283915,0.7615315076071608,524.3215186067343,1674.382022249294,276889.8881533708,517913.5239713929,277209.8881533708,518233.5239713929,54967.588521400714,19870085.303119093
A,25,237,6636,18486,237,711,461166.3699319477,1476240.0163849099,0.23803285319434536,0.7619671468056547,521.2954118481464,1668.7191380447932,277411.183565219,519582.2431094377,277731.183565219,519902.2431094377,54750.363747323485,19924835.666866418
A,25,238,6664,18564,238,714,462811.2442930809,1485048.7672177977,0.23759984883826243,0.7624001511617375,518.2868093660094,1663.0563686711723,277929.470374585,521245.2994781089,278249.470374585,521565.2994781089,54533.57945092954,19979369.24631735
A,25,239,6692,18642,239,717,464454.0159492573,1493867.3307651996,0.23716945981745427,0.7628305401825457,515.2956014359075,1657.3939254219044,278444.7659760209,522902.6934035308,278764.7659760209,523222.6934035308,54317.2381714453,20033686.484488796
A,25,240,6720,18720,240,720,466094.68871190696,1502695.5754549403,0.23674166679666558,0.7632583332033344,512.3216792388225,1651.7320176494786,278957.0876552597,524554.4254211803,279277.0876552597,524874.4254211803,54101.34242220753,20087787.826911002
A,25,241,6748,18798,241,723,467733.26640502893,1511533.370327915,0.23631645061076156,0.7636835493892384,509.3649348499776,1646.0708527709023,279466.45259010966,526200.4962739513,279786.45259010966,526520.4962739513,53885.89469052199,20141673.721601523
A,25,242,6776,18876,242,726,469369.752865168,1520380.5850406615,0.23589379226298804,0.7641062077370119,506.4252612260625,1640.4106362674597,279972.87785133574,527840.9069102188,280292.87785133574,528160.9069102188,53670.89743733806,20195344.61903886
A,25,243,6804,18954,243,729,471004.1519413846,1529237.0898678475,0.23547367292325103,0.764526327076749,503.50255219367625,1634.7515716878715,280476.3804035294,529475.6584819066,280796.3804035294,529795.6584819066,53456.35309703869,20248800.9721359
A,25,244,6832,19032,244,732,472636.46749522066,1538102.7557046714,0.23505607392641728,0.7649439260735827,500.59670243824786,1629.0938606524824,280976.97710596764,531104.7523425592,281296.97710596764,531424.7523425592,53242.26407726825,20302043.23621317
A,25,245,6860,19110,245,735,474266.7034006614,1546977.4540691897,0.23464097677063323,0.7653590232293668,497.70760749219005,1623.4377028544777,281474.6847134598,532728.1900454137,281794.6847134598,533048.1900454137,53028.632758666696,20355071.868971836
A,25,246,6888,19188,246,738,475894.86354409094,1555861.0571045536,0.234228363115664,0.765771636884336,494.8351637241317,1617.7832960640956,281969.51987718395,534345.9733414778,282289.51987718395,534665.9733414778,52815.46149470568,20407887.330466542
A,25,247,6916,19266,247,741,477520.95182424434,1564753.437581169,0.2338182147812516,0.7661817852187485,491.97926832888777,1612.1308361347808,282461.4991455128,535958.1041776126,282781.4991455128,536278.1041776126,52602.75261159171,20460490.083078135
A,25,248,6944,19344,248,744,479144.9721521569,1573654.4688987865,0.2334105137454907,0.7665894862545093,489.1398193149904,1606.4805170009017,282950.6389648278,537564.5846946135,283270.6389648278,537884.5846946135,52390.5084078973,20512880.591486033
A,25,249,6972,19422,249,747,480766.9284511058,1582564.0250884916,0.2330052421432253,0.7669947578567748,486.3167154965286,1600.8325306890836,283436.95568032435,539165.4172253025,283756.95568032435,539485.4172253025,52178.7311546403,20565059.322640672
A,25,250,7000,19500,250,750,482386.82465655135,1591481.9808146425,0.2326023822644608,0.7673976177355393,483.50985648136555,1595.1870673172555,283920.4655368057,540760.6042926199,284240.4655368057,541080.6042926199,51967.42309496552,20617026.745735638
B,100,1,28,78,1,3,320.89599999999996,322.496,0.4987565900726151,0.5012434099273848,617.8624466303091,620.9431329417885,617.8624466303091,620.9431329417885,937.8624466303091,940.9431329417885,123880.55795720978,123880.55795720978
B,100,2,56,156,2,6,943.1144763314389,955.6218458156804,0.496706396423149,0.503293603576851,611.4179159434839,619.5264011548829,1229.280362573793,1240.4695340966714,1549.280362573793,1560.4695340966714,123094.43170983667,246974.98966704647
B,100,3,84,234,3,9,1562.2943176194126,1596.9845211945337,0.4945097907869151,0.505490209213085,605.035826320961,618.4704370397006,1834.3161888947539,1858.9399711363722,2154.316188894754,2178.939971136372,122350.62633606615,369325.61600311263
B,100,4,112,312,4,12,2178.4445302103754,2246.922898235827,0.49226297373803657,0.5077370262619634,598.7879183189216,617.6105318264949,2433.1041072136754,2476.550502962867,2753.1041072136754,2796.550502962867,121639.84501454166,490965.4610176543
B,100,5,140,390,5,15,2791.6475647146667,2905.6159725784187,0.48999796945342805,0.5100020305465719,592.685695302705,616.8819605874219,3025.7898025163804,3093.432463550289,3345.7898025163804,3413.432463550289,120956.76558901269,611922.2266066669
B,100,6,168,468,6,18,3401.999071198655,3573.181102844442,0.4877292035922735,0.5122707964077265,586.7274929122643,616.2504887030223,3612.5172954286445,3709.682952253311,3932.5172954286445,4029.682952253311,120297.79816152866,732220.0247681956
B,100,7,196,546,7,21,4009.594634419046,4249.703641446342,0.4854643216041173,0.5145356783958827,580.9080501108376,615.6949220526905,4193.425345539482,4325.377874306002,4513.425345539482,4645.377874306002,119660.29721635282,851880.3219845484
B,100,8,224,624,8,24,4614.526073279566,4935.249453662696,0.4832078052788628,0.5167921947211372,575.2212061156158,615.2008024520054,4768.646551655098,4940.5786767580075,5088.646551655098,5260.5786767580075,119042.20085676212,970922.5228413105
B,100,9,252,702,9,27,5216.880444756805,5629.87129986642,0.4809624639323779,0.5190375360676219,569.6607853003936,614.7576007890589,5338.307336955491,5555.336277547067,5658.307336955491,5875.336277547067,118441.83860894527,1089364.3614502558
B,100,10,280,780,10,30,5816.739942390245,6333.6125071957385,0.4787301410823229,0.5212698589176772,564.2208994066148,614.3572827212384,5902.528236362106,6169.693560268305,6222.528236362106,6489.693560268305,117857.8182127853,1207222.1796630411
B,100,11,308,858,11,33,6414.182106042059,7046.509267739327,0.4765120845527701,0.52348791544723,558.8960394000965,613.993500063835,6461.424275762203,6783.68706033214,6781.424275762203,7103.68706033214,117288.95394639314,1324511.1336094344
B,100,12,336,936,12,36,7009.280131427814,7768.592169179228,0.47430915552977737,0.5256908444702226,553.6810869163762,613.661100054366,7015.10536267858,7397.348160386507,7335.10536267858,7717.348160386507,116734.21869707422,1441245.3523065085
B,100,13,364,1014,13,39,7602.10319788008,8499.887263849698,0.4721219538632998,0.5278780461367001,548.5712950825061,613.3558099665883,7563.676657761086,8010.7039703530945,7883.676657761086,8330.703970353095,116192.71050490945,1557438.062811418
B,100,14,392,1092,14,42,8192.71678274532,9240.416843915653,0.46995089684943225,0.5300491031505677,543.5622589202012,613.0740249219239,8107.238916681287,8623.777995275019,8427.238916681286,8943.777995275019,115663.62838421251,1673101.6911956305
B,100,15,420,1170,15,45,8781.182951181901,9990.200020722195,0.46779627075559965,0.5322037292444004,538.649883727423,612.8126596942642,8645.88880040871,9236.590654969283,8965.88880040871,9556.590654969283,115146.25434216872,1788247.9455377993
B,100,16,448,1248,16,48,9367.56061866702,10749.253168709449,0.46565826565165463,0.5343417343483454,533.8303548596698,612.5690419439354,9179.71915526838,9849.159696913219,9499.71915526838,10169.159696913219,114639.9396803605,1902887.8852181598
B,100,17,476,1326,17,51,9951.905787059155,11517.590272723912,0.4635369996271684,0.5364630003728318,529.1001101673554,612.3408332587804,9708.819265435735,10461.500530172,10028.819265435735,10781.500530172,114144.09434261356,2017031.9795607734
B,100,18,504,1404,18,54,10534.271756413696,12295.223204608148,0.4614325360416201,0.53856746395838,524.4558153956382,612.1259694404739,10233.275080831374,11073.626499612474,10553.275080831374,11393.626499612474,113658.17848361119,2130690.1580443843
B,100,19,532,1482,19,57,11114.709315131602,13082.161946855043,0.4593448960731069,0.5406551039268932,519.8943424472327,611.922614466313,10753.169423278607,11685.549114078787,11073.169423278607,12005.549114078787,113181.69569135456,2243871.853735739
B,100,20,560,1560,20,60,11693.266910982209,13878.414775875077,0.4572740680168888,0.5427259319831111,515.4127502508314,611.7291243935783,11268.582173529438,12297.278238472365,11588.582173529438,12617.278238472365,112714.18746444098,2356586.04120018
B,100,21,588,1638,21,63,12269.990805332967,14683.988413934137,0.4552200142887324,0.5447799857112675,511.00826793304753,611.5440186387161,11779.590441462486,12908.822257111082,12099.590441462486,13228.822257111082,112255.22865717638,2468841.2698573563
B,100,22,616,1716,22,66,12844.925212656575,15498.888156431343,0.4531826767764917,0.5468173232235082,506.6782799978292,611.3659568248445,12286.268721460316,13520.188213935926,12606.268721460316,13840.188213935926,111804.42368226738,2580645.6935396236
B,100,23,644,1794,23,69,13418.11242712236,16323.117979516031,0.4511619809827158,0.5488380190172841,502.42031324250894,611.1937198995187,12788.689034702824,14131.381933835444,13108.689034702824,14451.381933835444,111361.40331420276,2692007.096853826
B,100,24,672,1872,24,72,13989.592937834852,17156.68063184944,0.44915783926881675,0.5508421607311832,498.2320251727537,611.0261945742837,13286.921059875578,14742.408128409728,13606.921059875578,15062.408128409728,110925.82197470375,2802932.91882853
B,100,25,700,1950,25,75,14559.40553406687,17999.577713449627,0.44717015342232524,0.5528298465776748,494.1111937105618,610.8623603806111,13781.03225358614,15353.27048879034,14101.03225358614,15673.27048879034,110497.35540911728,2913430.274237647
B,100,26,728,2028,26,78,15127.58740164721,18851.809743917023,0.44519881670772987,0.5548011832922702,490.0557080194353,610.7012788104596,14271.087961605575,15963.9717676008,14591.087961605575,16283.9717676008,110075.69868298947,3023505.9729206366
B,100,27,756,2106,27,81,15694.17421150296,19713.37622185753,0.44324371551882713,0.5567562844811729,486.063560296892,610.5420841349602,14757.151521902468,16574.51385173576,15077.151521902468,16894.51385173576,109660.56444318521,3133166.5373638216
B,100,28,784,2184,28,84,16259.20020121962,20584.275676954847,0.4413047307203534,0.5586952692796465,482.1328384070199,610.3839755868426,15239.284360309488,17184.897827322602,15559.284360309488,17504.897827322602,109251.68139938625,3242418.218763208
B,100,29,812,2262,29,87,16822.69825036662,21464.505715862975,0.4393817387450052,0.5606182612549947,478.2617192448182,610.226210660655,15717.546079554306,17795.124037983256,16037.546079554306,18115.124037983256,108848.79299054734,3351267.011753755
B,100,30,840,2340,30,90,17384.699950236867,22354.063062871337,0.4374746124961756,0.5625253875038244,474.448462740288,610.0680993366386,16191.994542294593,18405.192137319893,16511.994542294593,18725.192137319893,108451.65620769266,3459718.667961448
B,100,31,868,2418,31,93,17945.235668565765,23252.943596123845,0.4355832220951177,0.5644167779048823,470.6914064234799,609.9089990730745,16662.685948718074,19015.10113639297,16982.685948718074,19335.10113639297,108060.04054965544,3567778.7085111034
B,100,32,896,2496,32,96,18504.33460972321,24161.142380036654,0.43370743550258284,0.5662925644974172,466.9889604833487,609.7483104426133,17129.67490920142,19624.849446835582,17449.67490920142,19944.849446835582,107673.7270925962,3675452.4356036996
B,100,33,924,2574,33,99,19062.024870811634,25078.653694451063,0.4318471190384653,0.5681528809615347,463.33960326280214,609.5854733116504,17593.014512464222,20234.434920147232,17913.014512464222,20554.434920147232,107292.50765744525,3782744.9432611447
B,100,34,952,2652,34,102,19618.333494050814,26005.47106097028,0.43000213781802493,0.5699978621819751,459.7418771400039,609.4199634798787,18052.756389604227,20843.85488362711,18372.756389604227,21163.85488362711,106916.18406198826,3889661.127323133
B,100,35,980,2730,35,105,20173.286515785443,26941.587266857314,0.4281723561194668,0.5718276438805332,456.1943847533403,609.2512897125163,18508.950774357567,21453.106173339627,18828.950774357567,21773.106173339627,106544.56744658566,3996205.6947697187
B,100,36,1008,2808,36,108,20726.90901241281,27886.994386813392,0.4263576376947078,0.5736423623052922,452.6957855326256,609.0789911087095,18961.646559890192,22062.185164448336,19281.646559890192,22382.185164448336,106177.4776641335,4102383.172433852
B,100,37,1036,2886,37,111,21279.225143494816,28841.683802908126,0.4245578460328775,0.5754421539671224,449.24479250441055,608.9026347595324,19410.891352394603,22671.087799207868,19730.891352394603,22991.087799207868,105814.74272639431,4208197.915160246
B,100,38,1064,2964,38,114,21830.25819228939,29805.64622289308,0.42277284458429387,0.5772271554157061,445.84016934311694,608.7218136562992,19856.731521737718,23279.809612864166,20176.731521737718,23599.809612864166,105456.19829994162,4313654.113460188
B,100,39,1092,3042,39,117,22380.030603911477,30778.871697097446,0.4210024969512344,0.5789975030487655,442.4807276433624,608.5361448162228,20299.212249381082,23888.34575768039,20619.212249381082,24208.34575768039,105101.68724595853,4418755.800706146
B,100,40,1120,3120,40,120,22928.564021311766,31761.349634076672,0.41924666705069263,0.5807533329493073,439.1653243917962,608.3452675974662,20738.37757377288,24496.691025277854,21058.37757377288,24816.691025277854,104751.05919892625,4523506.8599050725
B,100,41,1148,3198,41,123,23475.879319242005,32753.06881516171,0.4175052192533951,0.582494780746605,435.8928596195811,608.148842180142,21174.27043339246,25104.839867457995,21494.27043339246,25424.839867457995,104404.1701799723,4627911.030085045
B,100,42,1176,3276,42,126,24021.99663635941,33754.01740803723,0.4157780185026309,0.584221981497369,432.6622742183992,607.9465481925946,21606.93270761086,25712.78641565059,21926.93270761086,26032.78641565059,104060.88224109939,4731971.912326144
B,100,43,1204,3354,43,129,24566.935405607208,34764.182979459794,0.414064930415848,0.585935069584152,429.47254790530917,607.7380834659282,22036.40525551617,26320.524499116516,22356.40525551617,26640.524499116516,103721.06313712374,4835692.975463267
B,100,44,1232,3432,44,132,25110.71438299576,35783.5525072133,0.4123658213714895,0.5876341786285105,426.3226973231319,607.523162901712,22462.7279528393,26928.047662018227,22782.7279528393,27248.047662018227,103384.58602248438,4939077.5614857515
B,100,45,1260,3510,45,135,25653.35167489705,36812.112391386625,0.4106805585831498,0.5893194414168502,423.2117742647835,607.30151744025,22885.939727104083,27535.349179458477,23205.939727104083,27855.349179458477,103051.32917050335,5042128.890656255
B,100,46,1288,3588,46,138,26194.86476395509,37849.84846504818,0.4090090101628013,0.5909909898371987,420.1388640106044,607.0728931176138,23306.07859111469,28142.42207257609,23626.07859111469,28462.42207257609,102721.17571282183,5144850.066369077
B,100,47,1316,3666,47,141,26735.27053370538,38896.74600438248,0.40735104517457954,0.5926489548254205,417.1030837697419,606.8370502023777,23723.181674884432,28749.25912277847,24043.181674884432,29069.25912277847,102394.01339721195,5247244.079766289
B,100,48,1344,3744,48,144,27274.5852919889,39952.78973834673,0.40570653368038745,0.5942934663196126,414.1035812170082,606.5937624033828,24137.28525610144,29355.852885181852,24457.28525610144,29675.852885181852,102069.7343620391,5349313.814128328
B,100,49,1372,3822,49,147,27812.824793238557,41017.96385789836,0.4040753467783949,0.5959246532216051,411.1395331173819,606.3428161407658,24548.42478921882,29962.195701322617,24868.42478921882,30282.195701322617,101748.23492581477,5451062.049054143
B,100,50,1400,3900,50,150,28350.004259709458,42092.25202483844,0.4024573566353563,0.5975426433646438,408.2101440316834,606.0840098742653,24956.634933250505,30568.279711196883,25276.634933250505,30888.279711196883,101429.41539059486,5552491.464444738
B,100,51,1428,3978,51,153,28886.13840171868,43175.637380311004,0.4008524365135354,0.5991475634864646,405.3146450970198,605.8171534827644,25361.949578347525,31174.096864679646,25681.949578347525,31494.096864679646,101113.17985797842,5653604.6443027165
B,100,52,1456,4056,52,156,29421.241436954922,44268.10255299371,0.3992604607929206,0.6007395392070795,402.4522928764307,605.5420676900308,25764.401871223956,31779.63893236968,26084.401871223956,32099.63893236968,100799.43605664614,5754404.080359363
B,100,53,1484,4134,53,159,29955.327108913592,45369.6296670113,0.3976813049893154,0.6023186950106846,399.62236827273676,605.258583532311,26164.02423949669,32384.89751590199,26484.02423949669,32704.89751590199,100488.09518050478,5854892.175539868
B,100,54,1512,4212,54,162,30488.40870450859,46480.20034959991,0.3961148457688174,0.6038851542311826,396.824175501947,604.9665418637527,26560.84841499864,32989.86405776574,26880.84841499864,33309.86405776574,100179.07173656997,5955071.2472764375
B,100,55,1540,4290,55,165,31020.499070908427,47599.79573854725,0.3945609609591236,0.6054390390408764,394.05704112198293,604.6657928960717,26954.90545612062,33594.52985066181,27274.90545612062,33914.52985066181,99872.28340180547,6054943.530678243
B,100,56,1568,4368,56,168,31551.610631640335,48728.396489430896,0.39301952955805014,0.6069804704419498,391.3203131129932,604.3561957694845,27346.225769233613,34198.8860464313,27666.225769233613,34518.8860464313,99567.65088824778,6154511.181566491
B,100,57,1596,4446,57,171,32081.7554020033,49865.98278267465,0.39149043173960035,0.6085095682603997,388.61336000568537,604.0376181519913,27734.8391292393,34802.923664583286,28054.8391292393,35122.923664583286,99265.09781576766,6253776.279382259
